"COUNTRY","Country","ISC11_LEVEL_CAT","Level of education","REF_SECTOR","Reference sector","INDICATOR","Indicator","YEAR","Year","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"ITA","Italy","L1","Primary education (ISCED2011 level 1)","INST_PUB","Public institutions","PERS_AVG_CLASS","Average class size ","2013","2013","RATIO","Ratio","0","units",,,19.3,,
"ITA","Italy","L1","Primary education (ISCED2011 level 1)","INST_PRIV","All private institutions","PERS_AVG_CLASS","Average class size ","2013","2013","RATIO","Ratio","0","units",,,19.8,,
"ITA","Italy","L1","Primary education (ISCED2011 level 1)","INST_PRIV_GOV","Government dependent private institutions","PERS_AVG_CLASS","Average class size ","2013","2013","RATIO","Ratio","0","units",,,,"z","Not applicable"
"ITA","Italy","L1","Primary education (ISCED2011 level 1)","INST_PRIV_IND","Independent private institutions","PERS_AVG_CLASS","Average class size ","2013","2013","RATIO","Ratio","0","units",,,19.8,,
"ITA","Italy","L2","Lower secondary education (ISCED2011 level 2)","INST_T","All public and private institutions","PERS_AVG_CLASS","Average class size ","2013","2013","RATIO","Ratio","0","units",,,21.6,,
"ITA","Italy","L2","Lower secondary education (ISCED2011 level 2)","INST_PUB","Public institutions","PERS_AVG_CLASS","Average class size ","2013","2013","RATIO","Ratio","0","units",,,21.6,,
"ITA","Italy","L2","Lower secondary education (ISCED2011 level 2)","INST_PRIV","All private institutions","PERS_AVG_CLASS","Average class size ","2013","2013","RATIO","Ratio","0","units",,,21.5,,
"ITA","Italy","L2","Lower secondary education (ISCED2011 level 2)","INST_PRIV_GOV","Government dependent private institutions","PERS_AVG_CLASS","Average class size ","2013","2013","RATIO","Ratio","0","units",,,,"z","Not applicable"
"ITA","Italy","L2","Lower secondary education (ISCED2011 level 2)","INST_PRIV_IND","Independent private institutions","PERS_AVG_CLASS","Average class size ","2013","2013","RATIO","Ratio","0","units",,,21.5,,
"ITA","Italy","L0","Early childhood education  (ISCED2011 level 0)","INST_T","All public and private institutions","PERS_RATIO_INST","Ratio of students to teaching staff by type of institutions","2013","2013","RATIO","Ratio","0","units",,,13.5,,
"ITA","Italy","L0","Early childhood education  (ISCED2011 level 0)","INST_PUB","Public institutions","PERS_RATIO_INST","Ratio of students to teaching staff by type of institutions","2013","2013","RATIO","Ratio","0","units",,,12.3,,
"ITA","Italy","L0","Early childhood education  (ISCED2011 level 0)","INST_PRIV","All private institutions","PERS_RATIO_INST","Ratio of students to teaching staff by type of institutions","2013","2013","RATIO","Ratio","0","units",,,17.5,,
"ITA","Italy","L0","Early childhood education  (ISCED2011 level 0)","INST_PRIV_GOV","Government dependent private institutions","PERS_RATIO_INST","Ratio of students to teaching staff by type of institutions","2013","2013","RATIO","Ratio","0","units",,,,"z","Not applicable"
"ITA","Italy","L0","Early childhood education  (ISCED2011 level 0)","INST_PRIV_IND","Independent private institutions","PERS_RATIO_INST","Ratio of students to teaching staff by type of institutions","2013","2013","RATIO","Ratio","0","units",,,17.5,,
"ITA","Italy","L0_C1","Early childhood educational development (ISCED2011 level 0 programme 1)","INST_T","All public and private institutions","PERS_RATIO_INST","Ratio of students to teaching staff by type of institutions","2013","2013","RATIO","Ratio","0","units",,,,"z","Not applicable"
"ITA","Italy","L0_C1","Early childhood educational development (ISCED2011 level 0 programme 1)","INST_PUB","Public institutions","PERS_RATIO_INST","Ratio of students to teaching staff by type of institutions","2013","2013","RATIO","Ratio","0","units",,,,"z","Not applicable"
"ITA","Italy","L0_C1","Early childhood educational development (ISCED2011 level 0 programme 1)","INST_PRIV","All private institutions","PERS_RATIO_INST","Ratio of students to teaching staff by type of institutions","2013","2013","RATIO","Ratio","0","units",,,,"z","Not applicable"
"ITA","Italy","L0_C1","Early childhood educational development (ISCED2011 level 0 programme 1)","INST_PRIV_GOV","Government dependent private institutions","PERS_RATIO_INST","Ratio of students to teaching staff by type of institutions","2013","2013","RATIO","Ratio","0","units",,,,"z","Not applicable"
"ITA","Italy","L0_C1","Early childhood educational development (ISCED2011 level 0 programme 1)","INST_PRIV_IND","Independent private institutions","PERS_RATIO_INST","Ratio of students to teaching staff by type of institutions","2013","2013","RATIO","Ratio","0","units",,,,"z","Not applicable"
"ITA","Italy","L0_C2","Pre-primary education (ISCED2011 level 0 programme 2)","INST_T","All public and private institutions","PERS_RATIO_INST","Ratio of students to teaching staff by type of institutions","2013","2013","RATIO","Ratio","0","units",,,13.5,,
"ITA","Italy","L0_C2","Pre-primary education (ISCED2011 level 0 programme 2)","INST_PUB","Public institutions","PERS_RATIO_INST","Ratio of students to teaching staff by type of institutions","2013","2013","RATIO","Ratio","0","units",,,12.3,,
"ITA","Italy","L0_C2","Pre-primary education (ISCED2011 level 0 programme 2)","INST_PRIV","All private institutions","PERS_RATIO_INST","Ratio of students to teaching staff by type of institutions","2013","2013","RATIO","Ratio","0","units",,,17.5,,
"ITA","Italy","L0_C2","Pre-primary education (ISCED2011 level 0 programme 2)","INST_PRIV_GOV","Government dependent private institutions","PERS_RATIO_INST","Ratio of students to teaching staff by type of institutions","2013","2013","RATIO","Ratio","0","units",,,,"z","Not applicable"
"ITA","Italy","L0_C2","Pre-primary education (ISCED2011 level 0 programme 2)","INST_PRIV_IND","Independent private institutions","PERS_RATIO_INST","Ratio of students to teaching staff by type of institutions","2013","2013","RATIO","Ratio","0","units",,,17.5,,
"ITA","Italy","L1","Primary education (ISCED2011 level 1)","INST_T","All public and private institutions","PERS_RATIO_INST","Ratio of students to teaching staff by type of institutions","2013","2013","RATIO","Ratio","0","units",,,12.3,,
"ITA","Italy","L1","Primary education (ISCED2011 level 1)","INST_PUB","Public institutions","PERS_RATIO_INST","Ratio of students to teaching staff by type of institutions","2013","2013","RATIO","Ratio","0","units",,,12.2,,
"ITA","Italy","L1","Primary education (ISCED2011 level 1)","INST_PRIV","All private institutions","PERS_RATIO_INST","Ratio of students to teaching staff by type of institutions","2013","2013","RATIO","Ratio","0","units",,,15.3,,
"ITA","Italy","L1","Primary education (ISCED2011 level 1)","INST_PRIV_GOV","Government dependent private institutions","PERS_RATIO_INST","Ratio of students to teaching staff by type of institutions","2013","2013","RATIO","Ratio","0","units",,,,"z","Not applicable"
"ITA","Italy","L1","Primary education (ISCED2011 level 1)","INST_PRIV_IND","Independent private institutions","PERS_RATIO_INST","Ratio of students to teaching staff by type of institutions","2013","2013","RATIO","Ratio","0","units",,,15.3,,
"ITA","Italy","L2","Lower secondary education (ISCED2011 level 2)","INST_T","All public and private institutions","PERS_RATIO_INST","Ratio of students to teaching staff by type of institutions","2013","2013","RATIO","Ratio","0","units",,,11.7,,
"ITA","Italy","L2","Lower secondary education (ISCED2011 level 2)","INST_PUB","Public institutions","PERS_RATIO_INST","Ratio of students to teaching staff by type of institutions","2013","2013","RATIO","Ratio","0","units",,,11.7,,
"ITA","Italy","L2","Lower secondary education (ISCED2011 level 2)","INST_PRIV","All private institutions","PERS_RATIO_INST","Ratio of students to teaching staff by type of institutions","2013","2013","RATIO","Ratio","0","units",,,11,,
"ITA","Italy","L2","Lower secondary education (ISCED2011 level 2)","INST_PRIV_GOV","Government dependent private institutions","PERS_RATIO_INST","Ratio of students to teaching staff by type of institutions","2013","2013","RATIO","Ratio","0","units",,,,"z","Not applicable"
"ITA","Italy","L2","Lower secondary education (ISCED2011 level 2)","INST_PRIV_IND","Independent private institutions","PERS_RATIO_INST","Ratio of students to teaching staff by type of institutions","2013","2013","RATIO","Ratio","0","units",,,11,,
"ITA","Italy","L3","Upper secondary education (ISCED2011 level 3)","INST_T","All public and private institutions","PERS_RATIO_INST","Ratio of students to teaching staff by type of institutions","2013","2013","RATIO","Ratio","0","units",,,12.6,,
"ITA","Italy","L3","Upper secondary education (ISCED2011 level 3)","INST_PUB","Public institutions","PERS_RATIO_INST","Ratio of students to teaching staff by type of institutions","2013","2013","RATIO","Ratio","0","units",,,13,,
"ITA","Italy","L3","Upper secondary education (ISCED2011 level 3)","INST_PRIV","All private institutions","PERS_RATIO_INST","Ratio of students to teaching staff by type of institutions","2013","2013","RATIO","Ratio","0","units",,,7.3,,
"ITA","Italy","L3","Upper secondary education (ISCED2011 level 3)","INST_PRIV_GOV","Government dependent private institutions","PERS_RATIO_INST","Ratio of students to teaching staff by type of institutions","2013","2013","RATIO","Ratio","0","units",,,,"z","Not applicable"
"ITA","Italy","L3","Upper secondary education (ISCED2011 level 3)","INST_PRIV_IND","Independent private institutions","PERS_RATIO_INST","Ratio of students to teaching staff by type of institutions","2013","2013","RATIO","Ratio","0","units",,,7.3,,
"ITA","Italy","L2_3","Total secondary education (ISCED2011 levels 2 and 3)","INST_T","All public and private institutions","PERS_RATIO_INST","Ratio of students to teaching staff by type of institutions","2013","2013","RATIO","Ratio","0","units",,,12.2,,
"ITA","Italy","L2_3","Total secondary education (ISCED2011 levels 2 and 3)","INST_PUB","Public institutions","PERS_RATIO_INST","Ratio of students to teaching staff by type of institutions","2013","2013","RATIO","Ratio","0","units",,,12.5,,
"ITA","Italy","L2_3","Total secondary education (ISCED2011 levels 2 and 3)","INST_PRIV","All private institutions","PERS_RATIO_INST","Ratio of students to teaching staff by type of institutions","2013","2013","RATIO","Ratio","0","units",,,8.4,,
"ITA","Italy","L2_3","Total secondary education (ISCED2011 levels 2 and 3)","INST_PRIV_GOV","Government dependent private institutions","PERS_RATIO_INST","Ratio of students to teaching staff by type of institutions","2013","2013","RATIO","Ratio","0","units",,,,"z","Not applicable"
"ITA","Italy","L2_3","Total secondary education (ISCED2011 levels 2 and 3)","INST_PRIV_IND","Independent private institutions","PERS_RATIO_INST","Ratio of students to teaching staff by type of institutions","2013","2013","RATIO","Ratio","0","units",,,8.4,,
"ITA","Italy","L4","Post-secondary non-tertiary education  (ISCED2011 level 4)","INST_T","All public and private institutions","PERS_RATIO_INST","Ratio of students to teaching staff by type of institutions","2013","2013","RATIO","Ratio","0","units",,,,"M","Missing value; data cannot exist"
"ITA","Italy","L4","Post-secondary non-tertiary education  (ISCED2011 level 4)","INST_PUB","Public institutions","PERS_RATIO_INST","Ratio of students to teaching staff by type of institutions","2013","2013","RATIO","Ratio","0","units",,,,"M","Missing value; data cannot exist"
"ITA","Italy","L4","Post-secondary non-tertiary education  (ISCED2011 level 4)","INST_PRIV","All private institutions","PERS_RATIO_INST","Ratio of students to teaching staff by type of institutions","2013","2013","RATIO","Ratio","0","units",,,,"M","Missing value; data cannot exist"
"ITA","Italy","L4","Post-secondary non-tertiary education  (ISCED2011 level 4)","INST_PRIV_GOV","Government dependent private institutions","PERS_RATIO_INST","Ratio of students to teaching staff by type of institutions","2013","2013","RATIO","Ratio","0","units",,,,"M","Missing value; data cannot exist"
"ITA","Italy","L4","Post-secondary non-tertiary education  (ISCED2011 level 4)","INST_PRIV_IND","Independent private institutions","PERS_RATIO_INST","Ratio of students to teaching staff by type of institutions","2013","2013","RATIO","Ratio","0","units",,,,"M","Missing value; data cannot exist"
"ITA","Italy","L5","Short-cycle tertiary education (ISCED2011 level 5)","INST_T","All public and private institutions","PERS_RATIO_INST","Ratio of students to teaching staff by type of institutions","2013","2013","RATIO","Ratio","0","units",,,,"z","Not applicable"
"ITA","Italy","L5","Short-cycle tertiary education (ISCED2011 level 5)","INST_PUB","Public institutions","PERS_RATIO_INST","Ratio of students to teaching staff by type of institutions","2013","2013","RATIO","Ratio","0","units",,,,"z","Not applicable"
"ITA","Italy","L5","Short-cycle tertiary education (ISCED2011 level 5)","INST_PRIV","All private institutions","PERS_RATIO_INST","Ratio of students to teaching staff by type of institutions","2013","2013","RATIO","Ratio","0","units",,,,"z","Not applicable"
"ITA","Italy","L5","Short-cycle tertiary education (ISCED2011 level 5)","INST_PRIV_GOV","Government dependent private institutions","PERS_RATIO_INST","Ratio of students to teaching staff by type of institutions","2013","2013","RATIO","Ratio","0","units",,,,"z","Not applicable"
"ITA","Italy","L5","Short-cycle tertiary education (ISCED2011 level 5)","INST_PRIV_IND","Independent private institutions","PERS_RATIO_INST","Ratio of students to teaching staff by type of institutions","2013","2013","RATIO","Ratio","0","units",,,,"z","Not applicable"
"ITA","Italy","L6T8","ISCED2011 levels 6 to 8","INST_T","All public and private institutions","PERS_RATIO_INST","Ratio of students to teaching staff by type of institutions","2013","2013","RATIO","Ratio","0","units",,,19,,
"ITA","Italy","L6T8","ISCED2011 levels 6 to 8","INST_PUB","Public institutions","PERS_RATIO_INST","Ratio of students to teaching staff by type of institutions","2013","2013","RATIO","Ratio","0","units",,,19.8,,
"ITA","Italy","L6T8","ISCED2011 levels 6 to 8","INST_PRIV","All private institutions","PERS_RATIO_INST","Ratio of students to teaching staff by type of institutions","2013","2013","RATIO","Ratio","0","units",,,13.6,,
"ITA","Italy","L6T8","ISCED2011 levels 6 to 8","INST_PRIV_GOV","Government dependent private institutions","PERS_RATIO_INST","Ratio of students to teaching staff by type of institutions","2013","2013","RATIO","Ratio","0","units",,,,"z","Not applicable"
"ITA","Italy","L6T8","ISCED2011 levels 6 to 8","INST_PRIV_IND","Independent private institutions","PERS_RATIO_INST","Ratio of students to teaching staff by type of institutions","2013","2013","RATIO","Ratio","0","units",,,13.6,,
"ITA","Italy","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","INST_T","All public and private institutions","PERS_RATIO_INST","Ratio of students to teaching staff by type of institutions","2013","2013","RATIO","Ratio","0","units",,,19,,
"ITA","Italy","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","INST_PUB","Public institutions","PERS_RATIO_INST","Ratio of students to teaching staff by type of institutions","2013","2013","RATIO","Ratio","0","units",,,19.8,,
"ITA","Italy","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","INST_PRIV","All private institutions","PERS_RATIO_INST","Ratio of students to teaching staff by type of institutions","2013","2013","RATIO","Ratio","0","units",,,13.6,,
"ITA","Italy","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","INST_PRIV_GOV","Government dependent private institutions","PERS_RATIO_INST","Ratio of students to teaching staff by type of institutions","2013","2013","RATIO","Ratio","0","units",,,,"z","Not applicable"
"ITA","Italy","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","INST_PRIV_IND","Independent private institutions","PERS_RATIO_INST","Ratio of students to teaching staff by type of institutions","2013","2013","RATIO","Ratio","0","units",,,13.6,,
"ITA","Italy","L0","Early childhood education  (ISCED2011 level 0)","INST_T","All public and private institutions","PERS_RATIO_MANA","Ratio of students to total teaching staff by type of institutions","2013","2013","RATIO","Ratio","0","units",,,13.5,,
"ITA","Italy","L0_C1","Early childhood educational development (ISCED2011 level 0 programme 1)","INST_T","All public and private institutions","PERS_RATIO_MANA","Ratio of students to total teaching staff by type of institutions","2013","2013","RATIO","Ratio","0","units",,,,"z","Not applicable"
"ITA","Italy","L0_C2","Pre-primary education (ISCED2011 level 0 programme 2)","INST_T","All public and private institutions","PERS_RATIO_MANA","Ratio of students to total teaching staff by type of institutions","2013","2013","RATIO","Ratio","0","units",,,13.5,,
"JPN","Japan","L1","Primary education (ISCED2011 level 1)","INST_T","All public and private institutions","PERS_AVG_CLASS","Average class size ","2013","2013","RATIO","Ratio","0","units",,,27.4,,
"JPN","Japan","L1","Primary education (ISCED2011 level 1)","INST_PUB","Public institutions","PERS_AVG_CLASS","Average class size ","2013","2013","RATIO","Ratio","0","units",,,27.4,,
"JPN","Japan","L1","Primary education (ISCED2011 level 1)","INST_PRIV","All private institutions","PERS_AVG_CLASS","Average class size ","2013","2013","RATIO","Ratio","0","units",,,29.8,,
"JPN","Japan","L1","Primary education (ISCED2011 level 1)","INST_PRIV_GOV","Government dependent private institutions","PERS_AVG_CLASS","Average class size ","2013","2013","RATIO","Ratio","0","units",,,,"z","Not applicable"
"JPN","Japan","L1","Primary education (ISCED2011 level 1)","INST_PRIV_IND","Independent private institutions","PERS_AVG_CLASS","Average class size ","2013","2013","RATIO","Ratio","0","units",,,29.8,,
"JPN","Japan","L2","Lower secondary education (ISCED2011 level 2)","INST_T","All public and private institutions","PERS_AVG_CLASS","Average class size ","2013","2013","RATIO","Ratio","0","units",,,32.6,,
"JPN","Japan","L2","Lower secondary education (ISCED2011 level 2)","INST_PUB","Public institutions","PERS_AVG_CLASS","Average class size ","2013","2013","RATIO","Ratio","0","units",,,32.5,,
"JPN","Japan","L2","Lower secondary education (ISCED2011 level 2)","INST_PRIV","All private institutions","PERS_AVG_CLASS","Average class size ","2013","2013","RATIO","Ratio","0","units",,,33.5,,
"JPN","Japan","L2","Lower secondary education (ISCED2011 level 2)","INST_PRIV_GOV","Government dependent private institutions","PERS_AVG_CLASS","Average class size ","2013","2013","RATIO","Ratio","0","units",,,,"z","Not applicable"
"JPN","Japan","L2","Lower secondary education (ISCED2011 level 2)","INST_PRIV_IND","Independent private institutions","PERS_AVG_CLASS","Average class size ","2013","2013","RATIO","Ratio","0","units",,,33.5,,
"JPN","Japan","L0","Early childhood education  (ISCED2011 level 0)","INST_T","All public and private institutions","PERS_RATIO_INST","Ratio of students to teaching staff by type of institutions","2013","2013","RATIO","Ratio","0","units",,,15.4,,
"JPN","Japan","L0","Early childhood education  (ISCED2011 level 0)","INST_PUB","Public institutions","PERS_RATIO_INST","Ratio of students to teaching staff by type of institutions","2013","2013","RATIO","Ratio","0","units",,,13.4,,
"JPN","Japan","L0","Early childhood education  (ISCED2011 level 0)","INST_PRIV","All private institutions","PERS_RATIO_INST","Ratio of students to teaching staff by type of institutions","2013","2013","RATIO","Ratio","0","units",,,15.9,,
"JPN","Japan","L0","Early childhood education  (ISCED2011 level 0)","INST_PRIV_GOV","Government dependent private institutions","PERS_RATIO_INST","Ratio of students to teaching staff by type of institutions","2013","2013","RATIO","Ratio","0","units",,,,"z","Not applicable"
"JPN","Japan","L0","Early childhood education  (ISCED2011 level 0)","INST_PRIV_IND","Independent private institutions","PERS_RATIO_INST","Ratio of students to teaching staff by type of institutions","2013","2013","RATIO","Ratio","0","units",,,15.9,,
"JPN","Japan","L0_C1","Early childhood educational development (ISCED2011 level 0 programme 1)","INST_T","All public and private institutions","PERS_RATIO_INST","Ratio of students to teaching staff by type of institutions","2013","2013","RATIO","Ratio","0","units",,,,"z","Not applicable"
"JPN","Japan","L0_C1","Early childhood educational development (ISCED2011 level 0 programme 1)","INST_PUB","Public institutions","PERS_RATIO_INST","Ratio of students to teaching staff by type of institutions","2013","2013","RATIO","Ratio","0","units",,,,"z","Not applicable"
"JPN","Japan","L0_C1","Early childhood educational development (ISCED2011 level 0 programme 1)","INST_PRIV","All private institutions","PERS_RATIO_INST","Ratio of students to teaching staff by type of institutions","2013","2013","RATIO","Ratio","0","units",,,,"z","Not applicable"
"JPN","Japan","L0_C1","Early childhood educational development (ISCED2011 level 0 programme 1)","INST_PRIV_GOV","Government dependent private institutions","PERS_RATIO_INST","Ratio of students to teaching staff by type of institutions","2013","2013","RATIO","Ratio","0","units",,,,"z","Not applicable"
"JPN","Japan","L0_C1","Early childhood educational development (ISCED2011 level 0 programme 1)","INST_PRIV_IND","Independent private institutions","PERS_RATIO_INST","Ratio of students to teaching staff by type of institutions","2013","2013","RATIO","Ratio","0","units",,,,"z","Not applicable"
"JPN","Japan","L0_C2","Pre-primary education (ISCED2011 level 0 programme 2)","INST_T","All public and private institutions","PERS_RATIO_INST","Ratio of students to teaching staff by type of institutions","2013","2013","RATIO","Ratio","0","units",,,15.4,,
"JPN","Japan","L0_C2","Pre-primary education (ISCED2011 level 0 programme 2)","INST_PUB","Public institutions","PERS_RATIO_INST","Ratio of students to teaching staff by type of institutions","2013","2013","RATIO","Ratio","0","units",,,13.4,,
"JPN","Japan","L0_C2","Pre-primary education (ISCED2011 level 0 programme 2)","INST_PRIV","All private institutions","PERS_RATIO_INST","Ratio of students to teaching staff by type of institutions","2013","2013","RATIO","Ratio","0","units",,,15.9,,
"JPN","Japan","L0_C2","Pre-primary education (ISCED2011 level 0 programme 2)","INST_PRIV_GOV","Government dependent private institutions","PERS_RATIO_INST","Ratio of students to teaching staff by type of institutions","2013","2013","RATIO","Ratio","0","units",,,,"z","Not applicable"
"JPN","Japan","L0_C2","Pre-primary education (ISCED2011 level 0 programme 2)","INST_PRIV_IND","Independent private institutions","PERS_RATIO_INST","Ratio of students to teaching staff by type of institutions","2013","2013","RATIO","Ratio","0","units",,,15.9,,
"JPN","Japan","L1","Primary education (ISCED2011 level 1)","INST_T","All public and private institutions","PERS_RATIO_INST","Ratio of students to teaching staff by type of institutions","2013","2013","RATIO","Ratio","0","units",,,17.4,,
"JPN","Japan","L1","Primary education (ISCED2011 level 1)","INST_PUB","Public institutions","PERS_RATIO_INST","Ratio of students to teaching staff by type of institutions","2013","2013","RATIO","Ratio","0","units",,,17.4,,
"JPN","Japan","L1","Primary education (ISCED2011 level 1)","INST_PRIV","All private institutions","PERS_RATIO_INST","Ratio of students to teaching staff by type of institutions","2013","2013","RATIO","Ratio","0","units",,,16.4,,
"JPN","Japan","L1","Primary education (ISCED2011 level 1)","INST_PRIV_GOV","Government dependent private institutions","PERS_RATIO_INST","Ratio of students to teaching staff by type of institutions","2013","2013","RATIO","Ratio","0","units",,,,"z","Not applicable"
"JPN","Japan","L1","Primary education (ISCED2011 level 1)","INST_PRIV_IND","Independent private institutions","PERS_RATIO_INST","Ratio of students to teaching staff by type of institutions","2013","2013","RATIO","Ratio","0","units",,,16.4,,
"JPN","Japan","L2","Lower secondary education (ISCED2011 level 2)","INST_T","All public and private institutions","PERS_RATIO_INST","Ratio of students to teaching staff by type of institutions","2013","2013","RATIO","Ratio","0","units",,,13.9,,
"JPN","Japan","L2","Lower secondary education (ISCED2011 level 2)","INST_PUB","Public institutions","PERS_RATIO_INST","Ratio of students to teaching staff by type of institutions","2013","2013","RATIO","Ratio","0","units",,,14.1,,
"JPN","Japan","L2","Lower secondary education (ISCED2011 level 2)","INST_PRIV","All private institutions","PERS_RATIO_INST","Ratio of students to teaching staff by type of institutions","2013","2013","RATIO","Ratio","0","units",,,12,,
"JPN","Japan","L2","Lower secondary education (ISCED2011 level 2)","INST_PRIV_GOV","Government dependent private institutions","PERS_RATIO_INST","Ratio of students to teaching staff by type of institutions","2013","2013","RATIO","Ratio","0","units",,,,"z","Not applicable"
"JPN","Japan","L2","Lower secondary education (ISCED2011 level 2)","INST_PRIV_IND","Independent private institutions","PERS_RATIO_INST","Ratio of students to teaching staff by type of institutions","2013","2013","RATIO","Ratio","0","units",,,12,,
"JPN","Japan","L3","Upper secondary education (ISCED2011 level 3)","INST_T","All public and private institutions","PERS_RATIO_INST","Ratio of students to teaching staff by type of institutions","2013","2013","RATIO","Ratio","0","units",,,11.7,"w","Includes data from another category"
"JPN","Japan","L3","Upper secondary education (ISCED2011 level 3)","INST_PUB","Public institutions","PERS_RATIO_INST","Ratio of students to teaching staff by type of institutions","2013","2013","RATIO","Ratio","0","units",,,11.1,"w","Includes data from another category"
"JPN","Japan","L3","Upper secondary education (ISCED2011 level 3)","INST_PRIV","All private institutions","PERS_RATIO_INST","Ratio of students to teaching staff by type of institutions","2013","2013","RATIO","Ratio","0","units",,,13.3,"w","Includes data from another category"
"JPN","Japan","L3","Upper secondary education (ISCED2011 level 3)","INST_PRIV_GOV","Government dependent private institutions","PERS_RATIO_INST","Ratio of students to teaching staff by type of institutions","2013","2013","RATIO","Ratio","0","units",,,,"z","Not applicable"
"JPN","Japan","L3","Upper secondary education (ISCED2011 level 3)","INST_PRIV_IND","Independent private institutions","PERS_RATIO_INST","Ratio of students to teaching staff by type of institutions","2013","2013","RATIO","Ratio","0","units",,,13.3,"w","Includes data from another category"
"JPN","Japan","L2_3","Total secondary education (ISCED2011 levels 2 and 3)","INST_T","All public and private institutions","PERS_RATIO_INST","Ratio of students to teaching staff by type of institutions","2013","2013","RATIO","Ratio","0","units",,,12.7,"w","Includes data from another category"
"JPN","Japan","L2_3","Total secondary education (ISCED2011 levels 2 and 3)","INST_PUB","Public institutions","PERS_RATIO_INST","Ratio of students to teaching staff by type of institutions","2013","2013","RATIO","Ratio","0","units",,,12.6,"w","Includes data from another category"
"JPN","Japan","L2_3","Total secondary education (ISCED2011 levels 2 and 3)","INST_PRIV","All private institutions","PERS_RATIO_INST","Ratio of students to teaching staff by type of institutions","2013","2013","RATIO","Ratio","0","units",,,13.1,"w","Includes data from another category"
"JPN","Japan","L2_3","Total secondary education (ISCED2011 levels 2 and 3)","INST_PRIV_GOV","Government dependent private institutions","PERS_RATIO_INST","Ratio of students to teaching staff by type of institutions","2013","2013","RATIO","Ratio","0","units",,,,"z","Not applicable"
"JPN","Japan","L2_3","Total secondary education (ISCED2011 levels 2 and 3)","INST_PRIV_IND","Independent private institutions","PERS_RATIO_INST","Ratio of students to teaching staff by type of institutions","2013","2013","RATIO","Ratio","0","units",,,13.1,"w","Includes data from another category"
"JPN","Japan","L4","Post-secondary non-tertiary education  (ISCED2011 level 4)","INST_T","All public and private institutions","PERS_RATIO_INST","Ratio of students to teaching staff by type of institutions","2013","2013","RATIO","Ratio","0","units",,,,"M","Missing value; data cannot exist"
"JPN","Japan","L4","Post-secondary non-tertiary education  (ISCED2011 level 4)","INST_PUB","Public institutions","PERS_RATIO_INST","Ratio of students to teaching staff by type of institutions","2013","2013","RATIO","Ratio","0","units",,,,"M","Missing value; data cannot exist"
"JPN","Japan","L4","Post-secondary non-tertiary education  (ISCED2011 level 4)","INST_PRIV","All private institutions","PERS_RATIO_INST","Ratio of students to teaching staff by type of institutions","2013","2013","RATIO","Ratio","0","units",,,,"M","Missing value; data cannot exist"
"JPN","Japan","L4","Post-secondary non-tertiary education  (ISCED2011 level 4)","INST_PRIV_GOV","Government dependent private institutions","PERS_RATIO_INST","Ratio of students to teaching staff by type of institutions","2013","2013","RATIO","Ratio","0","units",,,,"z","Not applicable"
"JPN","Japan","L4","Post-secondary non-tertiary education  (ISCED2011 level 4)","INST_PRIV_IND","Independent private institutions","PERS_RATIO_INST","Ratio of students to teaching staff by type of institutions","2013","2013","RATIO","Ratio","0","units",,,,"M","Missing value; data cannot exist"
"JPN","Japan","L5","Short-cycle tertiary education (ISCED2011 level 5)","INST_T","All public and private institutions","PERS_RATIO_INST","Ratio of students to teaching staff by type of institutions","2013","2013","RATIO","Ratio","0","units",,,,"M","Missing value; data cannot exist"
"JPN","Japan","L5","Short-cycle tertiary education (ISCED2011 level 5)","INST_PUB","Public institutions","PERS_RATIO_INST","Ratio of students to teaching staff by type of institutions","2013","2013","RATIO","Ratio","0","units",,,,"M","Missing value; data cannot exist"
"JPN","Japan","L5","Short-cycle tertiary education (ISCED2011 level 5)","INST_PRIV","All private institutions","PERS_RATIO_INST","Ratio of students to teaching staff by type of institutions","2013","2013","RATIO","Ratio","0","units",,,,"M","Missing value; data cannot exist"
"JPN","Japan","L5","Short-cycle tertiary education (ISCED2011 level 5)","INST_PRIV_GOV","Government dependent private institutions","PERS_RATIO_INST","Ratio of students to teaching staff by type of institutions","2013","2013","RATIO","Ratio","0","units",,,,"z","Not applicable"
"JPN","Japan","L5","Short-cycle tertiary education (ISCED2011 level 5)","INST_PRIV_IND","Independent private institutions","PERS_RATIO_INST","Ratio of students to teaching staff by type of institutions","2013","2013","RATIO","Ratio","0","units",,,,"M","Missing value; data cannot exist"
"JPN","Japan","L6T8","ISCED2011 levels 6 to 8","INST_T","All public and private institutions","PERS_RATIO_INST","Ratio of students to teaching staff by type of institutions","2013","2013","RATIO","Ratio","0","units",,,,"M","Missing value; data cannot exist"
"JPN","Japan","L6T8","ISCED2011 levels 6 to 8","INST_PUB","Public institutions","PERS_RATIO_INST","Ratio of students to teaching staff by type of institutions","2013","2013","RATIO","Ratio","0","units",,,,"M","Missing value; data cannot exist"
